Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Note 1,Note 2,Note 3
2013,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),23.6,30.2,27.1,,,
2014,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),19.6,25.8,22.8,,,
2015,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),15.2,19.6,17.3,,,
2016,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),13.6,17.2,15.4,,,
2017,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),13,16.1,14.8,,,
2018,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),11.6,16,13.4,,,
2010,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),23.9,37.2,29.7,,,
2011,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),18.3,30.5,23.8,,,
2012,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),15.9,27.7,21.4,,,
2013,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),21.9,33.4,27.3,,,
2014,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),18.5,28.7,23.3,,,
2015,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),18.4,29.2,22.9,,,
2016,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),16,25.2,20,,,
2017,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),15.5,22,18.3,,,
2018,Neighborhood (Community District),Brooklyn, Fort Greene and Brooklyn Heights (CD2),302,Nitric Oxide (NO),11.9,14.8,13.2,,,
2010,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),22.8,32.3,27.2,,,
2011,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),17.1,26.1,21.1,,,
2012,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),14.9,23.6,18.6,,,
2013,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),20.9,29.6,24.6,,,
2014,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),16.9,25.5,20.5,,,
2015,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),16.7,25.4,20.1,,,
2016,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),14.4,21.8,17.3,,,
2017,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),13.6,20.3,16.3,,,
2018,Neighborhood (Community District),Brooklyn, Greenpoint and Williamsburg (CD1),301,Nitric Oxide (NO),13.1,31.2,19.9,,,
2010,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),36.8,59.2,50.7,,,
2011,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),29.9,49.2,41.7,,,
2012,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),26.7,44,37.2,,,
2013,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),32.6,48.4,42.3,,,
2014,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),26,39.7,34.4,,,
2015,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),22.9,41.5,32.9,,,
2016,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),20.4,37.3,29.4,,,
2017,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),18.9,33.8,27.2,,,
2018,Neighborhood (Community District),Manhattan, Greenwich Village and Soho (CD2),102,Nitric Oxide (NO),13.4,19.5,15.8,,,
2010,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),25.9,34,30.2,,,
2011,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),20.9,28.4,24.9,,,
2012,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),18.5,25.4,22.2,,,
2013,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),22.5,28.9,26,,,
2014,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),18.6,24.5,21.8,,,
2015,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),14.6,19.1,16.8,,,
2016,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),13,16.7,14.8,,,
2017,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),12.6,15.9,14.4,,,
2018,Neighborhood (Community District),Bronx, Highbridge and Concourse (CD4),204,Nitric Oxide (NO),12.1,15,13.3,,,
2010,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),21.6,27.6,24.3,,,
2011,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),16.4,22.1,18.9,,,
2012,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),14.7,20.3,17.1,,,
2013,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),16.4,22.7,19.2,,,
2014,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),15.9,21.5,18.4,,,
2015,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),14.3,18.2,16.1,,,
2016,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),11.2,14.2,12.6,,,
2017,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),10.1,12.6,11.3,,,
2018,Neighborhood (Community District),Queens, Hillcrest and Fresh Meadows (CD8),408,Nitric Oxide (NO),9.7,11.3,10.4,,,
2010,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),18.9,31.4,24.8,,,
2011,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),14.2,26.1,19.8,,,
2012,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),12.4,23.9,17.7,,,
2013,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),16.1,27.6,21.4,,,
2014,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),13.6,24.2,18.4,,,
2015,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),12.8,19.6,15.7,,,
2016,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),11.1,16.9,13.6,,,
2017,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),10,14.9,12.3,,,
2018,Neighborhood (Community District),Bronx, Hunts Point and Longwood (CD2),202,Nitric Oxide (NO),11.2,22.1,16.2,,,
2010,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),20.6,30,24.5,,,
2011,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),15.4,23.8,18.9,,,
2012,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),13.5,21.3,16.8,,,
2013,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),17.9,25.6,21.1,,,
2014,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),15.5,21.7,18.3,,,
2015,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),14.1,18.1,15.9,,,
2016,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),11.8,15.2,13.4,,,
2017,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),10.6,13.9,12.1,,,
2018,Neighborhood (Community District),Queens, Jackson Heights (CD3),403,Nitric Oxide (NO),9.7,11.1,10.2,,,
2010,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),21.5,26.8,23.7,,,
2011,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),16.4,21.5,18.5,,,
2012,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),14.7,19.7,16.8,,,
2013,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),16.2,21.7,18.3,,,
2014,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),15.9,20.7,17.8,,,
2015,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),14.3,17.7,15.6,,,
2016,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),10.8,13.6,11.9,,,
2017,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),9.7,12.2,10.7,,,
2018,Neighborhood (Community District),Queens, Jamaica and Hollis (CD12),412,Nitric Oxide (NO),9.5,12.3,10.7,,,
2010,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),22,27.7,24.6,,,
2011,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),16.5,22.1,19,,,
2012,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),14.6,20.1,17,,,
2013,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),18.4,23.5,20.6,,,
2014,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),16.5,21.7,18.7,,,
2015,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),15.7,19.2,17.1,,,
2016,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),12.6,15,13.6,,,
2017,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),11.7,13.3,12.5,,,
2018,Neighborhood (Community District),Queens, Kew Gardens and Woodhaven (CD9),409,Nitric Oxide (NO),9.4,11.5,10.3,,,
2010,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),24.2,32.7,28.4,,,
2011,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),19.5,27.1,23.3,,,
2012,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),17.2,24.3,20.8,,,
2013,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),20.1,27.1,23.6,,,
2014,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),17.1,23.1,20.1,,,
2015,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),14.3,17.7,15.8,,,
2016,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),12.9,15.9,14.3,,,
2017,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),12.5,15.8,14.1,,,
2018,Neighborhood (Community District),Bronx, Kingsbridge Heights and Bedford (CD7),207,Nitric Oxide (NO),10.6,13.1,11.9,,,
2010,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),18.8,29.6,24,,,
2011,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),13.9,23.3,18.5,,,
2012,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),12.1,20.7,16.3,,,
2013,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),16.5,25.6,21.3,,,
2014,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),13.6,20.9,17.4,,,
2015,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),12.8,17.7,15.4,,,
2016,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),11,15.3,13.2,,,
2017,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),10,13.8,12,,,
2018,Neighborhood (Community District),Queens, Long Island City and Astoria (CD1),401,Nitric Oxide (NO),9.7,13.8,11.9,,,
2010,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),26.1,54.9,39.6,,,
2011,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),20.1,45.6,31.9,,,
2012,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),17.9,41.1,28.7,,,
2013,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),24.2,45.9,34.4,,,
2014,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),19.7,37.7,28.1,,,
2015,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),17.5,37.9,27,,,
2016,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),15.4,33.5,23.9,,,
2017,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),14.5,29.2,20.9,,,
2018,Neighborhood (Community District),Manhattan, Lower East Side and Chinatown (CD3),103,Nitric Oxide (NO),12.1,15.8,13.7,,,
2010,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),45.7,65.3,56,,,
2011,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),39,56.5,48.1,,,
2012,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),35.6,51.1,43.4,,,
2013,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),40.9,54.3,47.8,,,
2014,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),34.6,45.9,40.4,,,
2015,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),23.4,35.2,29.9,,,
2016,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),20.4,31,26.3,,,
2017,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),17.8,28.2,23.7,,,
2018,Neighborhood (Community District),Manhattan, Midtown (CD5),105,Nitric Oxide (NO),14.2,19.7,17.1,,,
2010,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),27.3,37.1,31.9,,,
2011,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),21.9,30.6,26,,,
2012,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),19.1,27.2,23,,,
2013,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),23.9,31.4,27.5,,,
2014,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),18.8,25.5,22,,,
2015,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),14.9,19,16.9,,,
2016,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),13.3,17.1,15.1,,,
2017,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),13.1,16.8,15,,,
2018,Neighborhood (Community District),Manhattan, Morningside Heights and Hamilton Heights (CD9),109,Nitric Oxide (NO),12,13.1,12.5,,,
2010,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),18.6,26.1,22,,,
2011,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),14.2,21.3,17.4,,,
2012,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),12.7,19.4,15.8,,,
2013,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),15.2,21.9,18.4,,,
2014,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),13.9,19.5,16.5,,,
2015,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),12.8,15.7,14.2,,,
2016,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),11.3,13.9,12.6,,,
2017,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),10.1,12.9,11.4,,,
2018,Neighborhood (Community District),Bronx, Morris Park and Bronxdale (CD11),211,Nitric Oxide (NO),9.3,11,10.2,,,
2010,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),22.8,28.9,25.8,,,
2011,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),17.8,23.5,20.6,,,
2012,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),15.7,21.2,18.4,,,
2013,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),19.3,24.8,22.1,,,
2014,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),16.4,21.2,18.8,,,
2015,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),13.8,16.9,15.3,,,
2016,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),12.2,14.8,13.6,,,
2017,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),11.5,14.1,12.8,,,
2018,Neighborhood (Community District),Bronx, Morrisania and Crotona (CD3),203,Nitric Oxide (NO),11.3,12.8,12.1,,,
2010,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),23.9,30.5,26.9,,,
2011,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),18.9,25.3,21.8,,,
2012,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),16.7,23,19.5,,,
2013,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),21,27.4,23.9,,,
2014,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),17.2,23.2,19.9,,,
2015,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),14.5,18.7,16.3,,,
2016,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),12.7,16.2,14.3,,,
2017,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),11.9,14.8,13.3,,,
2018,Neighborhood (Community District),Bronx, Mott Haven and Melrose (CD1),201,Nitric Oxide (NO),12.5,20.4,15.4,,,
2010,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),20.1,30.9,25.9,,,
2011,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),15,24.9,20.2,,,
2012,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),13,22.3,17.6,,,
2013,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),18.7,27.9,23.2,,,
2014,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),15.2,24.4,19.8,,,
2015,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),15.7,23.5,19.4,,,
2016,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),13.9,20.4,17,,,
2017,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),13.3,18,15.7,,,
2018,Neighborhood (Community District),Brooklyn, Park Slope and Carroll Gardens (CD6),306,Nitric Oxide (NO),11.8,19.6,15.1,,,
2010,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),18.5,31.2,24.6,,,
2011,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),13.8,26.3,19.8,,,
2012,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),12.1,24.3,17.9,,,
2013,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),15.3,27.1,20.9,,,
2014,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),13.5,24.9,18.8,,,
2015,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),12.5,21.5,16.6,,,
2016,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),10.8,18.3,14.3,,,
2017,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),9.7,15.7,12.7,,,
2018,Neighborhood (Community District),Bronx, Parkchester and Soundview (CD9),209,Nitric Oxide (NO),9.6,13.5,11.4,,,
2010,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),21.1,24.1,22.4,,,
2011,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),16.3,19.2,17.6,,,
2012,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),14.8,17.6,16,,,
2013,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),14.8,18.1,16.2,,,
2014,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),15.4,18.4,16.7,,,
2015,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),13.6,15.4,14.4,,,
2016,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),10.1,11.6,10.8,,,
2017,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),8.7,10.2,9.4,,,
2018,Neighborhood (Community District),Queens, Queens Village (CD13),413,Nitric Oxide (NO),9.6,11.3,10.4,,,
2010,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),22.9,32.2,27.3,,,
2011,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),17.3,26,21.5,,,
2012,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),15.3,23.7,19.4,,,
2013,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),19.2,27.4,23.2,,,
2014,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),17.1,24.7,20.8,,,
2015,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),15.7,21.2,18.2,,,
2016,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),12.7,16.9,14.7,,,
2017,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),11.8,14.8,13.2,,,
2018,Neighborhood (Community District),Queens, Rego Park and Forest Hills (CD6),406,Nitric Oxide (NO),9.3,11.3,10.1,,,
2010,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),20.5,27.7,23.7,,,
2011,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),15.1,21.5,18,,,
2012,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),13.2,19.1,15.9,,,
2013,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),18.2,24.1,20.9,,,
2014,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),15.4,21.1,18.1,,,
2015,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),15.3,19.6,17.2,,,
2016,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),12.7,16.3,14.3,,,
2017,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),11.8,14.9,13.2,,,
2018,Neighborhood (Community District),Queens, Ridgewood and Maspeth (CD5),405,Nitric Oxide (NO),9.3,22.1,13.4,,,
2010,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),16.7,29.1,21.5,,,
2011,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),12.6,24.3,17.1,,,
2012,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),10.9,21.8,15.1,,,
2013,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),14.7,24.8,18.5,,,
2014,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),11.3,21.2,15,,,
2015,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),11.3,16.7,13.1,,,
2016,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),10.5,15,12,,,
2017,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),10.6,14.4,11.9,,,
2018,Neighborhood (Community District),Bronx, Riverdale and Fieldston (CD8),208,Nitric Oxide (NO),8.8,12,9.9,,,
2010,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitric Oxide (NO),17.1,22,20.3,,,
2011,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitric Oxide (NO),14.4,18.2,16.8,,,
2012,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitric Oxide (NO),13.2,16.5,15.3,,,
2013,Neighborhood (Community District),Queens, Rockaway and Broad Channel (CD14),414,Nitric Oxide (NO),13.9,16.8,15.5,,,
